x-axis,1,2
second,Volt,Volt
-2.890000E+00,+4.246106E+00,+4.025256E+00
-2.887500E+00,+4.266206E+00,+4.085558E+00
-2.885000E+00,+4.266206E+00,+4.165960E+00
-2.882500E+00,+4.276256E+00,+4.085558E+00
-2.880000E+00,+4.276256E+00,+3.944854E+00
-2.877500E+00,+4.276256E+00,+4.065457E+00
-2.875000E+00,+4.276256E+00,+4.065457E+00
-2.872500E+00,+4.306407E+00,+4.085558E+00
-2.870000E+00,+4.276256E+00,+4.045357E+00
-2.867500E+00,+4.266206E+00,+4.085558E+00
-2.865000E+00,+4.276256E+00,+4.085558E+00
-2.862500E+00,+4.276256E+00,+4.065457E+00
-2.860000E+00,+4.276256E+00,+4.045357E+00
-2.857500E+00,+4.246106E+00,+4.085558E+00
-2.855000E+00,+4.236055E+00,+4.125759E+00
-2.852500E+00,+4.276256E+00,+4.065457E+00
-2.850000E+00,+4.246106E+00,+4.025256E+00
-2.847500E+00,+4.276256E+00,+4.065457E+00
-2.845000E+00,+4.236055E+00,+4.025256E+00
-2.842500E+00,+4.306407E+00,+4.085558E+00
-2.840000E+00,+4.276256E+00,+4.025256E+00
-2.837500E+00,+4.276256E+00,+4.025256E+00
-2.835000E+00,+4.276256E+00,+4.085558E+00
-2.832500E+00,+4.276256E+00,+4.025256E+00
-2.830000E+00,+4.246106E+00,+4.085558E+00
-2.827500E+00,+4.266206E+00,+4.025256E+00
-2.825000E+00,+4.276256E+00,+4.085558E+00
-2.822500E+00,+4.276256E+00,+4.065457E+00
-2.820000E+00,+4.266206E+00,+4.165960E+00
-2.817500E+00,+4.246106E+00,+4.145859E+00
-2.815000E+00,+4.276256E+00,+4.025256E+00
-2.812500E+00,+4.276256E+00,+4.085558E+00
-2.810000E+00,+4.276256E+00,+4.065457E+00
-2.807500E+00,+4.266206E+00,+4.085558E+00
-2.805000E+00,+4.246106E+00,+4.085558E+00
-2.802500E+00,+4.246106E+00,+4.085558E+00
-2.800000E+00,+4.256156E+00,+4.005156E+00
-2.797500E+00,+4.266206E+00,+4.085558E+00
-2.795000E+00,+4.236055E+00,+4.085558E+00
-2.792500E+00,+4.266206E+00,+4.165960E+00
-2.790000E+00,+4.266206E+00,+4.085558E+00
-2.787500E+00,+4.256156E+00,+4.085558E+00
-2.785000E+00,+4.246106E+00,+4.025256E+00
-2.782500E+00,+4.276256E+00,+4.025256E+00
-2.780000E+00,+4.246106E+00,+4.005156E+00
-2.777500E+00,+4.276256E+00,+4.125759E+00
-2.775000E+00,+4.266206E+00,+4.025256E+00
